Dataset,Algorithm,Shuffle,F1
HeartFailure_UCI,K-RDA,50,0.4483
HeartFailure_UCI,K-RDA,51,0.5124
HeartFailure_UCI,K-RDA,52,0.4874
HeartFailure_UCI,K-RDA,53,0.4348
HeartFailure_UCI,K-RDA,54,0.4615
HeartFailure_UCI,K-RDA,55,0.5484
HeartFailure_UCI,K-RDA,56,0.4874
HeartFailure_UCI,K-RDA,57,0.5600
HeartFailure_UCI,K-RDA,58,0.5000
HeartFailure_UCI,K-RDA,59,0.5000
HeartFailure_UCI,K-RDA,60,0.4615
HeartFailure_UCI,K-RDA,61,0.4746
HeartFailure_UCI,K-RDA,62,0.4874
HeartFailure_UCI,K-RDA,63,0.5938
HeartFailure_UCI,K-RDA,64,0.5000
HeartFailure_UCI,K-RDA,65,0.4615
HeartFailure_UCI,K-RDA,66,0.4071
HeartFailure_UCI,K-RDA,67,0.5000
HeartFailure_UCI,K-RDA,68,0.5124
HeartFailure_UCI,K-RDA,69,0.4874
HeartFailure_UCI,K-RDA,70,0.4615
HeartFailure_UCI,K-RDA,71,0.3929
HeartFailure_UCI,K-RDA,72,0.4348
HeartFailure_UCI,K-RDA,73,0.4746
HeartFailure_UCI,K-RDA,74,0.5246
HeartFailure_UCI,K-RDA,75,0.4746
HeartFailure_UCI,K-RDA,76,0.4483
HeartFailure_UCI,K-RDA,77,0.4874
HeartFailure_UCI,K-RDA,78,0.4874
HeartFailure_UCI,K-RDA,79,0.5124
HeartFailure_UCI,K-RDA,80,0.5246
HeartFailure_UCI,K-RDA,81,0.5246
HeartFailure_UCI,K-RDA,82,0.4615
HeartFailure_UCI,K-RDA,83,0.4746
HeartFailure_UCI,K-RDA,84,0.4874
HeartFailure_UCI,K-RDA,85,0.4746
HeartFailure_UCI,K-RDA,86,0.5246
HeartFailure_UCI,K-RDA,87,0.5124
HeartFailure_UCI,K-RDA,88,0.5484
HeartFailure_UCI,K-RDA,89,0.5124
HeartFailure_UCI,K-RDA,90,0.4615
HeartFailure_UCI,K-RDA,91,0.3929
HeartFailure_UCI,K-RDA,92,0.4348
HeartFailure_UCI,K-RDA,93,0.5366
HeartFailure_UCI,K-RDA,94,0.5000
HeartFailure_UCI,K-RDA,95,0.4874
HeartFailure_UCI,K-RDA,96,0.5124
HeartFailure_UCI,K-RDA,97,0.4483
HeartFailure_UCI,K-RDA,98,0.5124
HeartFailure_UCI,K-RDA,99,0.4071
HeartFailure_UCI,K-RDA,100,0.5366
HeartFailure_UCI,K-SCW,1,0.6441
HeartFailure_UCI,K-SCW,2,0.5000
HeartFailure_UCI,K-SCW,3,0.6230
HeartFailure_UCI,K-SCW,4,0.6154
HeartFailure_UCI,K-SCW,5,0.5085
HeartFailure_UCI,K-SCW,6,0.6780
HeartFailure_UCI,K-SCW,7,0.5556
HeartFailure_UCI,K-SCW,8,0.5333
HeartFailure_UCI,K-SCW,9,0.4583
HeartFailure_UCI,K-SCW,10,0.6866
HeartFailure_UCI,K-SCW,11,0.6316
HeartFailure_UCI,K-SCW,12,0.6000
HeartFailure_UCI,K-SCW,13,0.6333
HeartFailure_UCI,K-SCW,14,0.5965
HeartFailure_UCI,K-SCW,15,0.6377
HeartFailure_UCI,K-SCW,16,0.7419
HeartFailure_UCI,K-SCW,17,0.6038
HeartFailure_UCI,K-SCW,18,0.5769
HeartFailure_UCI,K-SCW,19,0.5806
HeartFailure_UCI,K-SCW,20,0.4390
HeartFailure_UCI,K-SCW,21,0.7234
HeartFailure_UCI,K-SCW,22,0.6538
HeartFailure_UCI,K-SCW,23,0.5172
HeartFailure_UCI,K-SCW,24,0.5128
HeartFailure_UCI,K-SCW,25,0.6102
HeartFailure_UCI,K-SCW,26,0.5714
HeartFailure_UCI,K-SCW,27,0.6923
HeartFailure_UCI,K-SCW,28,0.6230
HeartFailure_UCI,K-SCW,29,0.5614
HeartFailure_UCI,K-SCW,30,0.6757
HeartFailure_UCI,K-SCW,31,0.6866
HeartFailure_UCI,K-SCW,32,0.6667
HeartFailure_UCI,K-SCW,33,0.5217
HeartFailure_UCI,K-SCW,34,0.6774
HeartFailure_UCI,K-SCW,35,0.7143
HeartFailure_UCI,K-SCW,36,0.6429
HeartFailure_UCI,K-SCW,37,0.6545
HeartFailure_UCI,K-SCW,38,0.6207
HeartFailure_UCI,K-SCW,39,0.6897
HeartFailure_UCI,K-SCW,40,0.7273
HeartFailure_UCI,K-SCW,41,0.6809
HeartFailure_UCI,K-SCW,42,0.6000
HeartFailure_UCI,K-SCW,43,0.4783
HeartFailure_UCI,K-SCW,44,0.4390
HeartFailure_UCI,K-SCW,45,0.5556
HeartFailure_UCI,K-SCW,46,0.5098
HeartFailure_UCI,K-SCW,47,0.6557
HeartFailure_UCI,K-SCW,48,0.6182
HeartFailure_UCI,K-SCW,49,0.4211
HeartFailure_UCI,K-SCW,50,0.6053
HeartFailure_UCI,K-SCW,51,0.5098
HeartFailure_UCI,K-SCW,52,0.3256
HeartFailure_UCI,K-SCW,53,0.5909
HeartFailure_UCI,K-SCW,54,0.6800
HeartFailure_UCI,K-SCW,55,0.6207
HeartFailure_UCI,K-SCW,56,0.6429
HeartFailure_UCI,K-SCW,57,0.6333
HeartFailure_UCI,K-SCW,58,0.5862
HeartFailure_UCI,K-SCW,59,0.5926
HeartFailure_UCI,K-SCW,60,0.5769
HeartFailure_UCI,K-SCW,61,0.6522
HeartFailure_UCI,K-SCW,62,0.5862
HeartFailure_UCI,K-SCW,63,0.7222
HeartFailure_UCI,K-SCW,64,0.5000
HeartFailure_UCI,K-SCW,65,0.5397
HeartFailure_UCI,K-SCW,66,0.6182
HeartFailure_UCI,K-SCW,67,0.6429
HeartFailure_UCI,K-SCW,68,0.6545
HeartFailure_UCI,K-SCW,69,0.6909
HeartFailure_UCI,K-SCW,70,0.5306
HeartFailure_UCI,K-SCW,71,0.5200
HeartFailure_UCI,K-SCW,72,0.5769
HeartFailure_UCI,K-SCW,73,0.6275
HeartFailure_UCI,K-SCW,74,0.5862
HeartFailure_UCI,K-SCW,75,0.5714
HeartFailure_UCI,K-SCW,76,0.4000
HeartFailure_UCI,K-SCW,77,0.3810
HeartFailure_UCI,K-SCW,78,0.7170
HeartFailure_UCI,K-SCW,79,0.7812
HeartFailure_UCI,K-SCW,80,0.5200
HeartFailure_UCI,K-SCW,81,0.7105
HeartFailure_UCI,K-SCW,82,0.6897
HeartFailure_UCI,K-SCW,83,0.6970
HeartFailure_UCI,K-SCW,84,0.5116
HeartFailure_UCI,K-SCW,85,0.4583
HeartFailure_UCI,K-SCW,86,0.6780
HeartFailure_UCI,K-SCW,87,0.5556
HeartFailure_UCI,K-SCW,88,0.5818
HeartFailure_UCI,K-SCW,89,0.6269
HeartFailure_UCI,K-SCW,90,0.5429
HeartFailure_UCI,K-SCW,91,0.4324
HeartFailure_UCI,K-SCW,92,0.3889
HeartFailure_UCI,K-SCW,93,0.7119
HeartFailure_UCI,K-SCW,94,0.5507
HeartFailure_UCI,K-SCW,95,0.6038
HeartFailure_UCI,K-SCW,96,0.5806
HeartFailure_UCI,K-SCW,97,0.5417
HeartFailure_UCI,K-SCW,98,0.6182
HeartFailure_UCI,K-SCW,99,0.4800
HeartFailure_UCI,K-SCW,100,0.6197
HeartFailure_UCI,K-AdaRDA,1,0.5385
HeartFailure_UCI,K-AdaRDA,2,0.5238
HeartFailure_UCI,K-AdaRDA,3,0.6792
HeartFailure_UCI,K-AdaRDA,4,0.6400
HeartFailure_UCI,K-AdaRDA,5,0.5714
HeartFailure_UCI,K-AdaRDA,6,0.5882
HeartFailure_UCI,K-AdaRDA,7,0.5385
HeartFailure_UCI,K-AdaRDA,8,0.5882
HeartFailure_UCI,K-AdaRDA,9,0.6296
HeartFailure_UCI,K-AdaRDA,10,0.7119
HeartFailure_UCI,K-AdaRDA,11,0.6923
HeartFailure_UCI,K-AdaRDA,12,0.6296
HeartFailure_UCI,K-AdaRDA,13,0.7143
HeartFailure_UCI,K-AdaRDA,14,0.7000
HeartFailure_UCI,K-AdaRDA,15,0.6230
HeartFailure_UCI,K-AdaRDA,16,0.6939
HeartFailure_UCI,K-AdaRDA,17,0.6296
HeartFailure_UCI,K-AdaRDA,18,0.5490
HeartFailure_UCI,K-AdaRDA,19,0.6349
HeartFailure_UCI,K-AdaRDA,20,0.5833
HeartFailure_UCI,K-AdaRDA,21,0.6923
HeartFailure_UCI,K-AdaRDA,22,0.7547
HeartFailure_UCI,K-AdaRDA,23,0.5902
HeartFailure_UCI,K-AdaRDA,24,0.6667
HeartFailure_UCI,K-AdaRDA,25,0.6296
HeartFailure_UCI,K-AdaRDA,26,0.5200
HeartFailure_UCI,K-AdaRDA,27,0.5532
HeartFailure_UCI,K-AdaRDA,28,0.6780
HeartFailure_UCI,K-AdaRDA,29,0.5357
HeartFailure_UCI,K-AdaRDA,30,0.5862
HeartFailure_UCI,K-AdaRDA,31,0.6557
HeartFailure_UCI,K-AdaRDA,32,0.6792
HeartFailure_UCI,K-AdaRDA,33,0.4898
HeartFailure_UCI,K-AdaRDA,34,0.6400
HeartFailure_UCI,K-AdaRDA,35,0.7083
HeartFailure_UCI,K-AdaRDA,36,0.7037
HeartFailure_UCI,K-AdaRDA,37,0.7333
HeartFailure_UCI,K-AdaRDA,38,0.6522
HeartFailure_UCI,K-AdaRDA,39,0.6909
HeartFailure_UCI,K-AdaRDA,40,0.8085
HeartFailure_UCI,K-AdaRDA,41,0.7391
HeartFailure_UCI,K-AdaRDA,42,0.6000
HeartFailure_UCI,K-AdaRDA,43,0.5833
HeartFailure_UCI,K-AdaRDA,44,0.5652
HeartFailure_UCI,K-AdaRDA,45,0.6531
HeartFailure_UCI,K-AdaRDA,46,0.5882
HeartFailure_UCI,K-AdaRDA,47,0.6415
HeartFailure_UCI,K-AdaRDA,48,0.6786
HeartFailure_UCI,K-AdaRDA,49,0.5778
HeartFailure_UCI,K-AdaRDA,50,0.7241
HeartFailure_UCI,K-AdaRDA,51,0.6038
HeartFailure_UCI,K-AdaRDA,52,0.4889
HeartFailure_UCI,K-AdaRDA,53,0.7234
HeartFailure_UCI,K-AdaRDA,54,0.6800
HeartFailure_UCI,K-AdaRDA,55,0.6780
HeartFailure_UCI,K-AdaRDA,56,0.6792
HeartFailure_UCI,K-AdaRDA,57,0.6885
HeartFailure_UCI,K-AdaRDA,58,0.5926
HeartFailure_UCI,K-AdaRDA,59,0.7143
HeartFailure_UCI,K-AdaRDA,60,0.6667
HeartFailure_UCI,K-AdaRDA,61,0.6087
HeartFailure_UCI,K-AdaRDA,62,0.6786
HeartFailure_UCI,K-AdaRDA,63,0.7188
HeartFailure_UCI,K-AdaRDA,64,0.5614
HeartFailure_UCI,K-AdaRDA,65,0.6038
HeartFailure_UCI,K-AdaRDA,66,0.7170
HeartFailure_UCI,K-AdaRDA,67,0.7119
HeartFailure_UCI,K-AdaRDA,68,0.6800
HeartFailure_UCI,K-AdaRDA,69,0.7451
HeartFailure_UCI,K-AdaRDA,70,0.6154
HeartFailure_UCI,K-AdaRDA,71,0.5909
HeartFailure_UCI,K-AdaRDA,72,0.5417
HeartFailure_UCI,K-AdaRDA,73,0.5714
HeartFailure_UCI,K-AdaRDA,74,0.6545
HeartFailure_UCI,K-AdaRDA,75,0.6087
HeartFailure_UCI,K-AdaRDA,76,0.5000
HeartFailure_UCI,K-AdaRDA,77,0.6792
HeartFailure_UCI,K-AdaRDA,78,0.7234
HeartFailure_UCI,K-AdaRDA,79,0.7667
HeartFailure_UCI,K-AdaRDA,80,0.6296
HeartFailure_UCI,K-AdaRDA,81,0.7385
HeartFailure_UCI,K-AdaRDA,82,0.7407
HeartFailure_UCI,K-AdaRDA,83,0.7458
HeartFailure_UCI,K-AdaRDA,84,0.5581
HeartFailure_UCI,K-AdaRDA,85,0.5532
HeartFailure_UCI,K-AdaRDA,86,0.6275
HeartFailure_UCI,K-AdaRDA,87,0.6316
HeartFailure_UCI,K-AdaRDA,88,0.6182
HeartFailure_UCI,K-AdaRDA,89,0.6667
HeartFailure_UCI,K-AdaRDA,90,0.6552
HeartFailure_UCI,K-AdaRDA,91,0.6364
HeartFailure_UCI,K-AdaRDA,92,0.4571
HeartFailure_UCI,K-AdaRDA,93,0.6786
HeartFailure_UCI,K-AdaRDA,94,0.5763
HeartFailure_UCI,K-AdaRDA,95,0.5660
HeartFailure_UCI,K-AdaRDA,96,0.6471
HeartFailure_UCI,K-AdaRDA,97,0.6531
HeartFailure_UCI,K-AdaRDA,98,0.6415
HeartFailure_UCI,K-AdaRDA,99,0.5854
HeartFailure_UCI,K-AdaRDA,100,0.6567
